dummy,variable_original,categoria_vs_resto,n_valido,frecuencia_1,frecuencia_0,media_target_1,media_target_0,punto_biserial_ingreso_original,punto_biserial_log_target,nota
tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,tam_loc_desc,Localidades con 2 500 a 14 999 habitantes,141579,17301,124278,26809.222920640426,31779.20288884597,-0.02536581689859559,-0.039675672761488076,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
tam_loc_desc__localidades_con_menos_de_2_500_habitantes,tam_loc_desc,Localidades con menos de 2 500 habitantes,141579,53072,88507,23737.01538702141,35630.07741478075,-0.08971740536315595,-0.2313350106342749,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__abuelo_a,parentesco_desc,Abuelo(a),141579,16,141563,11626.615000000002,31174.078795518606,-0.003238074015956843,-0.011505798418172324,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__ahijado_a,parentesco_desc,Ahijado(a),141579,4,141575,42314.104999999996,31171.554906939782,0.0009229312688093825,0.0032135254508758376,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__bisabuelo_a,parentesco_desc,Bisabuelo(a),141579,1,141578,25434.78,31171.91023739564,-0.00023760418151884798,0.000672642776763756,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__bisnieto_a,parentesco_desc,Bisnieto(a),141579,12,141567,14230.853333333333,31173.305728948126,-0.002430577065008375,-0.005256021166610571,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__compadre_comadre,parentesco_desc,"Compadre, comadre",141579,3,141576,29757.033333333336,31171.899695357966,-0.00010149212644740357,0.0011731058448011201,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__concubino_a,parentesco_desc,Concubino(a),141579,50,141529,31572.007800000003,31171.728352351813,0.00011720131840295472,0.0015961256906368653,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__concuno_a,parentesco_desc,Concuño(a),141579,24,141555,28703.287083333333,31172.288251774924,-0.000500899972029933,0.003326895472592745,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__consuegro_a,parentesco_desc,Consuegro(a),141579,1,141578,1076.08,31172.082288844318,-0.0012464308277715427,-0.00629652718816349,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__cunado_a,parentesco_desc,Cuñado(a),141579,545,141034,25528.60310091743,31193.677082689283,-0.005466725065914765,-0.0008676485921739267,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__esposo_a_companero_a_conyuge_pareja_marido_mujer_senor_a_consorte,parentesco_desc,"Esposo(a), compañero(a), cónyuge, pareja, marido, mujer, señor(a), consorte",141579,27867,113712,26191.01543079628,32392.510160405236,-0.03842431384130198,-0.14156077188068927,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__familiar_otro_parentesco,parentesco_desc,"Familiar, otro parentesco",141579,15,141564,29776.957333333336,31172.017518648812,-0.0002237569175237695,-0.00015979518720369505,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__hermano_a,parentesco_desc,Hermano(a),141579,1910,139669,27082.88201570681,31227.787395341846,-0.007451484466006677,0.0003571582812035099,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__hijastro_a_entenado_a,parentesco_desc,"Hijastro(a), entenado(a)",141579,384,141195,21888.033229166667,31197.118436276076,-0.007544731009597396,-0.009317498924957373,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__hijo_a_adoptivo_a,parentesco_desc,Hijo(a) adoptivo(a),141579,6,141573,23518.431666666667,31172.194075000174,-0.0007764299925736374,-0.000111548034413249,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__hijo_a_de_crianza,parentesco_desc,Hijo(a) de crianza,141579,1,141578,1352.45,31172.08033677549,-0.0012349848384443417,-0.005792825779153958,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,parentesco_desc,"Hijo(a), hijo(a) consanguíneo, hijo(a) reconocido",141579,34115,107464,25645.17261409937,32926.34815975583,-0.04852518218084627,-0.02916896849220813,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__madre_padre,parentesco_desc,"Madre, padre",141579,491,141088,25907.012423625252,31190.191931773083,-0.00483996962183566,-0.03457196203712502,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__medio_a_hermano_a,parentesco_desc,Medio(a) hermano(a),141579,1,141578,35409.82,31171.839781251325,0.00017551663976621794,0.0014017138850039865,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__nieto_a,parentesco_desc,Nieto(a),141579,2259,139320,21808.102749003985,31323.698236147,-0.018580709957530167,-0.02159557162501174,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__no_tiene_parentesco,parentesco_desc,No tiene parentesco,141579,669,140910,37195.46880418535,31143.27140543609,0.0064678290846867945,0.018028042816872234,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__nuera_yerno,parentesco_desc,"Nuera, yerno",141579,3765,137814,28170.73057901726,31253.859127084328,-0.007730049518401322,0.006626340901844529,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__padrastro_madrastra,parentesco_desc,"Padrastro, madrastra",141579,17,141562,32999.92823529412,31171.650185713683,0.00031217745429575994,0.0038520845948759722,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__pareja_del_mismo_sexo,parentesco_desc,Pareja del mismo sexo,141579,61,141518,36728.301311475414,31169.474667462793,0.001797692361920451,0.006952832457683446,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__primo_a_noicpircsed_4202_y,parentesco_desc,Primo(a) nóicpircseD .4202 y,141579,163,141416,31480.241533742326,31171.514277026647,0.00016314716618086788,0.007071471450071011,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__sobrino_a,parentesco_desc,Sobrino(a),141579,890,140689,25085.399617977528,31210.372784723746,-0.007543810131015158,-0.004804063871066411,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__suegro_a,parentesco_desc,Suegro(a),141579,208,141371,20678.096009615383,31187.3092671057,-0.006272541185669095,-0.012988710456350017,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
parentesco_desc__tio_a,parentesco_desc,Tío(a),141579,66,141513,22315.62818181818,31176.00016189325,-0.0029804619088420214,-0.004481765978883513,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
hablaind_desc__si,hablaind_desc,Sí,141579,10997,130582,17367.600764754025,32334.400122222054,-0.06242652942724362,-0.18641664265643704,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
segsoc_desc__si,segsoc_desc,Sí,141579,83301,58278,38549.57009927852,20626.383944713274,0.1374529694868812,0.3827546291697201,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
subor_principal_desc__no_aplica_sin_trabajo_principal_reportado,subor_principal_desc,No aplica: sin trabajo principal reportado,141579,5205,136374,8616.003646493757,32032.761694971185,-0.06866958284801468,-0.2801297091783583,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
subor_principal_desc__si,subor_principal_desc,Sí,141579,104929,36650,33469.56679373672,24593.559843656207,0.06058482728655393,0.3878742518724646,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
contrato_principal_desc__no_aplica_sin_contrato_principal_documentado,contrato_principal_desc,No aplica: sin contrato principal documentado,141579,37124,104455,24304.06667708221,33612.732478579295,-0.06380297381481827,-0.40069746853072213,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
contrato_principal_desc__si,contrato_principal_desc,Sí,141579,51759,89820,44302.22130296181,23605.47172066355,0.1553256189754294,0.4220531220633132,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
sexo_jefe_desc__mujer,sexo_jefe_desc,Mujer,141579,41004,100575,28257.685588966928,32359.97019617201,-0.02899648829413988,-0.02911151636156728,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__posgrado,educa_jefe_desc,Posgrado,141579,3037,138542,74477.57419822193,30222.5588596238,0.0999164745637069,0.11876966970063348,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__preescolar,educa_jefe_desc,Preescolar,141579,34,141545,18857.660000000003,31174.82766561871,-0.0029741239357839746,-0.00373897436043737,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__preparatoria_completa,educa_jefe_desc,Preparatoria completa,141579,20179,121400,34507.47071410873,30617.429084266885,0.021192144014902603,0.08196444753445345,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__preparatoria_incompleta,educa_jefe_desc,Preparatoria incompleta,141579,4425,137154,31558.459918644065,31159.397153783335,0.0010820904589713067,0.020155582513112485,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__primaria_completa,educa_jefe_desc,Primaria completa,141579,23550,118029,23492.10421613588,32704.19208906286,-0.053457589974248716,-0.09017482633485369,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__primaria_incompleta,educa_jefe_desc,Primaria incompleta,141579,18167,123412,19676.344099741287,32864.08128147992,-0.06873090634386679,-0.1645880937292313,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__profesional_completa,educa_jefe_desc,Profesional completa,141579,15615,125964,55405.03924815882,28167.829336238927,0.1329591768812294,0.1902431235584688,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__profesional_incompleta,educa_jefe_desc,Profesional incompleta,141579,4383,137196,42595.61324207164,30806.915431426572,0.031818798721636114,0.06168810208778236,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__secundaria_completa,educa_jefe_desc,Secundaria completa,141579,40850,100729,27948.07090942473,32479.26064708277,-0.03199241493041969,-0.003384795138885003,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
educa_jefe_desc__secundaria_incompleta,educa_jefe_desc,Secundaria incompleta,141579,4186,137393,26608.83169374104,31310.893370841306,-0.012411712889152817,-0.011878506379129164,Pearson entre indicador 0/1 y target; compara categoria contra todas las demas.
