escala,columna_matriz,variable_original,categoria,referencia_variable,coeficiente,nota
ingreso_nominal,intercepto,intercepto,,,18620.228192261005,Intercepto de OLS no ponderado.
ingreso_nominal,parentesco_desc__nieto_a,parentesco_desc,Nieto(a),Jefe(a),-9831.885231584038,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__no_tiene_parentesco,parentesco_desc,No tiene parentesco,Jefe(a),-5831.174881827631,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__nuera_yerno,parentesco_desc,"Nuera, yerno",Jefe(a),-5129.436663443119,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__padrastro_madrastra,parentesco_desc,"Padrastro, madrastra",Jefe(a),356.0432576231369,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__pareja_del_mismo_sexo,parentesco_desc,Pareja del mismo sexo,Jefe(a),-6784.900532239294,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__primo_a_noicpircsed_4202_y,parentesco_desc,Primo(a) nóicpircseD .4202 y,Jefe(a),-5571.411677814479,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__sobrino_a,parentesco_desc,Sobrino(a),Jefe(a),-10213.544553951306,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__suegro_a,parentesco_desc,Suegro(a),Jefe(a),-6006.8941263201195,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__tio_a,parentesco_desc,Tío(a),Jefe(a),-8242.305868606061,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,hablaind_desc__si,hablaind_desc,Sí,No,-5000.497699756945,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,segsoc_desc__si,segsoc_desc,Sí,No,2851.291432538057,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,subor_principal_desc__no_aplica_sin_trabajo_principal_reportado,subor_principal_desc,No aplica: sin trabajo principal reportado,No,-6560.37172733647,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,subor_principal_desc__si,subor_principal_desc,Sí,No,-10178.918891386822,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,contrato_principal_desc__no_aplica_sin_contrato_principal_documentado,contrato_principal_desc,No aplica: sin contrato principal documentado,No,-5062.823171387943,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,contrato_principal_desc__si,contrato_principal_desc,Sí,No,9018.592832912927,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,sexo_jefe_desc__mujer,sexo_jefe_desc,Mujer,Hombre,-793.5265896927704,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__posgrado,educa_jefe_desc,Posgrado,Sin instrucción,13838.309537272205,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__preescolar,educa_jefe_desc,Preescolar,Sin instrucción,-1734.488913689569,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__preparatoria_completa,educa_jefe_desc,Preparatoria completa,Sin instrucción,-1003.0553764002871,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__preparatoria_incompleta,educa_jefe_desc,Preparatoria incompleta,Sin instrucción,-3436.1459050269914,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__primaria_completa,educa_jefe_desc,Primaria completa,Sin instrucción,-1775.3224725539012,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__primaria_incompleta,educa_jefe_desc,Primaria incompleta,Sin instrucción,-2357.438043369857,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__profesional_completa,educa_jefe_desc,Profesional completa,Sin instrucción,10177.760699707003,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__profesional_incompleta,educa_jefe_desc,Profesional incompleta,Sin instrucción,-1275.4791397704048,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__secundaria_completa,educa_jefe_desc,Secundaria completa,Sin instrucción,-3027.3815691869713,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,educa_jefe_desc__secundaria_incompleta,educa_jefe_desc,Secundaria incompleta,Sin instrucción,-2908.195303724232,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
