year,table,position,variable,label,dtype,source_pdf,source_page
2020,noagroimportes.csv,15,importe_4,Gasto de operación mes 4,N (9),889463901242.pdf,31
2020,noagroimportes.csv,16,importe_5,Gasto de operación mes 5,N (9),889463901242.pdf,31
2020,noagroimportes.csv,17,importe_6,Gasto de operación mes 6,N (9),889463901242.pdf,31
2020,concentradohogar.csv,1,folioviv,Identificador de la vivienda,C (10),889463901242.pdf,32
2020,concentradohogar.csv,2,foliohog,Identificador del hogar,C (1),889463901242.pdf,32
2020,concentradohogar.csv,3,ubica_geo,Ubicación geográfica,C (5),889463901242.pdf,32
2020,concentradohogar.csv,4,tam_loc,Tamaño de localidad,C (1),889463901242.pdf,32
2020,concentradohogar.csv,5,est_socio,Estrato socioeconómico,C (1),889463901242.pdf,32
2020,concentradohogar.csv,6,est_dis,Estrato de diseño muestral,C (3),889463901242.pdf,32
2020,concentradohogar.csv,7,upm,Unidad primaria de muestreo,C (7),889463901242.pdf,32
2020,concentradohogar.csv,8,factor,Factor de expansión,N (5),889463901242.pdf,32
2020,concentradohogar.csv,9,clase_hog,Clase de hogar,C (1),889463901242.pdf,32
2020,concentradohogar.csv,10,sexo_jefe,Sexo del jefe del hogar,C (1),889463901242.pdf,32
2020,concentradohogar.csv,11,edad_jefe,Edad del jefe del hogar,N (2),889463901242.pdf,32
2020,concentradohogar.csv,12,educa_jefe,Educación formal del jefe del hogar,C (2),889463901242.pdf,32
2020,concentradohogar.csv,13,tot_integ,Número de integrantes del hogar,N (2),889463901242.pdf,32
2020,concentradohogar.csv,14,hombres,Integrantes del hogar hombres,N (2),889463901242.pdf,32
2020,concentradohogar.csv,15,mujeres,Integrantes del hogar mujeres,N (2),889463901242.pdf,32
2020,concentradohogar.csv,16,mayores,Integrantes mayores,N (2),889463901242.pdf,32
2020,concentradohogar.csv,17,menores,Integrantes menores,N (2),889463901242.pdf,32
2020,concentradohogar.csv,18,p12_64,Integrantes de 12 a 64 años,N (2),889463901242.pdf,32
2020,concentradohogar.csv,19,p65mas,Integrantes de 65 años y más,N (2),889463901242.pdf,32
2020,concentradohogar.csv,20,ocupados,Número de ocupados,N (2),889463901242.pdf,32
2020,concentradohogar.csv,21,percep_ing,Perceptores de ingreso,N (2),889463901242.pdf,32
2020,concentradohogar.csv,22,perc_ocupa,Perceptores de ingreso ocupados,N (2),889463901242.pdf,32
2020,concentradohogar.csv,23,ing_cor,Ingreso corriente,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,24,ingtrab,Ingreso por trabajo,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,25,trabajo,Ingreso por trabajo subordinado,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,26,sueldos,Sueldos,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,27,horas_extr,Horas extras,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,28,comisiones,Comisiones y propinas,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,29,aguinaldo,Aguinaldo y reparto de utilidades,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,30,indemtrab,Indemnizaciones,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,31,otra_rem,Otras remuneraciones,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,32,remu_espec,Remuneraciones en especie,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,33,negocio,Ingresos independiente,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,34,noagrop,Negocios no agropecuarios,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,35,industria,Negocios industriales,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,36,comercio,Negocios comerciales,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,37,servicios,Negocios de servicios,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,38,agrope,Negocios agropecuarios,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,39,agricolas,Negocios agrícolas,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,40,pecuarios,Negocios pecuarios,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,41,reproducc,Negocios de recolección,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,42,pesca,Negocios de pesca,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,43,otros_trab,Otros ingresos por trabajo,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,44,rentas,Renta de la propiedad,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,45,utilidad,Ingresos de sociedades,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,46,arrenda,Arrendamiento,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,47,transfer,Transferencias,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,48,jubilacion,Jubilaciones,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,49,becas,Becas,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,50,donativos,Donativos,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,51,remesas,Remesas,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,52,bene_gob,Beneficios gubernamentales,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,53,transf_hog,Transferencias de hogares,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,54,trans_inst,Transferencias de instituciones,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,55,estim_alqu,Estimación del alquiler,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,56,otros_ing,Otros ingresos corrientes,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,57,gasto_mon,Gasto corriente monetario,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,58,alimentos,Alimentos,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,59,ali_dentro,Alimentos dentro del hogar,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,60,cereales,Cereales,"N (12,2)",889463901242.pdf,32
2020,concentradohogar.csv,61,carnes,Carnes,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,62,pescado,Pescados y mariscos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,63,leche,Leche y derivados,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,64,huevo,Huevo,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,65,aceites,Aceites y grasas,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,66,tuberculo,Tubérculos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,67,verduras,Verduras,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,68,frutas,Frutas,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,69,azucar,Azúcar y mieles,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,70,cafe,"Café, té y chocolate","N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,71,especias,Especias y aderezos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,72,otro_alim,Otros alimentos diversos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,73,bebidas,Bebidas,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,74,ali_fuera,Alimentos fuera del hogar,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,75,tabaco,Tabaco,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,76,vesti_calz,Vestido y calzado,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,77,vestido,Vestido,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,78,calzado,Calzado y su reparación,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,79,vivienda,Vivienda,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,80,alquiler,Alquileres brutos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,81,pred_cons,Predial y cuotas,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,82,agua,Agua,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,83,energia,Electricidad y combustibles,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,84,limpieza,Limpieza,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,85,cuidados,Cuidados de la casa,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,86,utensilios,Utensilios domésticos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,87,enseres,Enseres domésticos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,88,salud,Cuidados de la salud,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,89,atenc_ambu,Atención primaria o ambulatoria,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,90,hospital,Atención hospitalaria,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,91,medicinas,Medicamentos sin receta,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,92,transporte,Transporte,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,93,publico,Transporte público,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,94,foraneo,Transporte foráneo,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,95,adqui_vehi,Adquisición de vehículos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,96,mantenim,Mantenimiento de vehículos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,97,refaccion,Refacciones para vehículos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,98,combus,Combustibles para vehículos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,99,comunica,Comunicaciones,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,100,educa_espa,Educación y esparcimiento,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,101,educacion,Educación,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,102,esparci,Esparcimiento,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,103,paq_turist,Paquetes turísticos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,104,personales,Personales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,105,cuida_pers,Cuidados personales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,106,acces_pers,Accesorios personales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,107,otros_gas,Otros gastos diversos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,108,transf_gas,Transferencias de gasto,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,109,percep_tot,Percepciones totales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,110,retiro_inv,Retiro de inversiones,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,111,prestamos,Préstamos,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,112,otras_perc,Otras percepciones,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,113,ero_nm_viv,Erogaciones patrimoniales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,114,ero_nm_hog,Transferencias no regulares,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,115,erogac_tot,Erogaciones totales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,116,cuota_viv,Cuota por vivienda,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,117,mater_serv,Servicios y materiales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,118,material,Materiales,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,119,servicio,Servicios de reparación,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,120,deposito,Depósito de ahorro,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,121,prest_terc,Préstamos a terceros,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,122,pago_tarje,Pago por tarjeta de crédito,"N (12,2)",889463901242.pdf,33
2020,concentradohogar.csv,123,deudas,Pago de deudas,"N (12,2)",889463901242.pdf,34
2020,concentradohogar.csv,124,balance,Pérdidas del negocio,"N (12,2)",889463901242.pdf,34
2020,concentradohogar.csv,125,otras_erog,Otras erogaciones,"N (12,2)",889463901242.pdf,34
2020,concentradohogar.csv,126,smg,Salario mínimo general,"N (6,2)",889463901242.pdf,34
2020,ingresos_jcf.csv,1,folioviv,Identificador de la vivienda,C (10),889463901242.pdf,34
2020,ingresos_jcf.csv,2,foliohog,Identificador del hogar,C (1),889463901242.pdf,34
2020,ingresos_jcf.csv,3,numren,Identificador de la persona,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,4,clave,Clave de ingreso,C (4),889463901242.pdf,34
2020,ingresos_jcf.csv,5,mes_1,Primer mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,6,mes_2,Segundo mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,7,mes_3,Tercer mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,8,mes_4,Cuarto mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,9,mes_5,Quinto mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,10,mes_6,Sexto mes,C (2),889463901242.pdf,34
2020,ingresos_jcf.csv,11,ing_1,Ingresos del primer mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,12,ing_2,Ingresos del segundo mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,13,ing_3,Ingresos del tercer mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,14,ing_4,Ingresos del cuarto mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,15,ing_5,Ingresos del quinto mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,16,ing_6,Ingresos del sexto mes,N (9),889463901242.pdf,34
2020,ingresos_jcf.csv,17,ing_tri,Ingreso trimestral,"N (12,2)",889463901242.pdf,34
2020,ingresos_jcf.csv,18,ct_futuro,"Jóvenes construyendo el futuro, código de trabajo",C (1),889463901242.pdf,34
2022,viviendas.csv,1,folioviv,Identificador de la vivienda,C (10),889463910626.pdf,18
2022,viviendas.csv,2,tipo_viv,Tipo de vivienda,C (1),889463910626.pdf,18
2022,viviendas.csv,3,mat_pared,Material de paredes,C (1),889463910626.pdf,18
2022,viviendas.csv,4,mat_techos,Material de techos,C (2),889463910626.pdf,18
2022,viviendas.csv,5,mat_pisos,Material de pisos,C (1),889463910626.pdf,18
2022,viviendas.csv,6,antiguedad,Antigüedad de la vivienda,N (2),889463910626.pdf,18
2022,viviendas.csv,7,antigua_ne,Antigüedad no especificada de la vivienda,C (1),889463910626.pdf,18
2022,viviendas.csv,8,cocina,Tiene cocina,C (1),889463910626.pdf,18
2022,viviendas.csv,9,cocina_dor,Utiliza cocina de dormitorio,C (1),889463910626.pdf,18
2022,viviendas.csv,10,cuart_dorm,Cuartos dormitorio,N (2),889463910626.pdf,18
2022,viviendas.csv,11,num_cuarto,Número de cuartos,N (2),889463910626.pdf,18
2022,viviendas.csv,12,disp_agua,Disponibilidad de agua,C (1),889463910626.pdf,18
2022,viviendas.csv,13,dotac_agua,Dotación de agua,C (1),889463910626.pdf,18
2022,viviendas.csv,14,excusado,Tiene excusado,C (1),889463910626.pdf,18
2022,viviendas.csv,15,uso_compar,Uso compartido del sanitario,C (1),889463910626.pdf,18
2022,viviendas.csv,16,sanit_agua,Sanitario conexión agua,C (1),889463910626.pdf,18
2022,viviendas.csv,17,biodigest,Dispone de biodigestor,C (1),889463910626.pdf,18
2022,viviendas.csv,18,bano_comp,Sanitario con excusado y regadera,N (1),889463910626.pdf,18
2022,viviendas.csv,19,bano_excus,Sanitario con excusado,N (1),889463910626.pdf,18
2022,viviendas.csv,20,bano_regad,Sanitario con regadera,N (1),889463910626.pdf,18
2022,viviendas.csv,21,drenaje,Destino de drenaje,C (1),889463910626.pdf,18
2022,viviendas.csv,22,disp_elect,Disponibilidad eléctrica,C (1),889463910626.pdf,18
2022,viviendas.csv,23,focos_inca,Número de focos incandescentes,N (2),889463910626.pdf,18
2022,viviendas.csv,24,focos_ahor,Número de focos ahorradores,N (2),889463910626.pdf,18
2022,viviendas.csv,25,combustible,Tipo de combustible,C (1),889463910626.pdf,18
2022,viviendas.csv,26,estufa_chi,Estufa con chimenea,C (1),889463910626.pdf,18
2022,viviendas.csv,27,eli_basura,Eliminación de basura,C (1),889463910626.pdf,18
2022,viviendas.csv,28,tenencia,Tipo de tenencia de la vivienda,C (1),889463910626.pdf,18
2022,viviendas.csv,29,renta,Monto de la renta mensual,N (6),889463910626.pdf,18
2022,viviendas.csv,30,estim_pago,Estimación del pago de renta,N (9),889463910626.pdf,18
2022,viviendas.csv,31,pago_viv,Pago de vivienda,N (6),889463910626.pdf,18
2022,viviendas.csv,32,pago_mesp,Pagó el mes pasado,C (1),889463910626.pdf,18
2022,viviendas.csv,33,tipo_adqui,Tipo de adquisición,C (1),889463910626.pdf,18
2022,viviendas.csv,34,viv_usada,Compró la vivienda usada,C (1),889463910626.pdf,18
2022,viviendas.csv,35,tipo_finan,Tipo de financiamiento,C (1),889463910626.pdf,18
2022,viviendas.csv,36,num_dueno1,Identificador del primer dueño,C (2),889463910626.pdf,18
2022,viviendas.csv,37,hog_dueno1,Hogar del primer dueño,C (1),889463910626.pdf,18
2022,viviendas.csv,38,num_dueno2,Identificador del segundo dueño,C (2),889463910626.pdf,18
2022,viviendas.csv,39,hog_dueno2,Hogar del segundo dueño,C (1),889463910626.pdf,18
2022,viviendas.csv,40,escrituras,Escrituras de la vivienda,C (1),889463910626.pdf,18
2022,viviendas.csv,41,lavadero,Dispone de lavadero,C (1),889463910626.pdf,18
2022,viviendas.csv,42,fregadero,Dispone de fregadero,C (1),889463910626.pdf,18
2022,viviendas.csv,43,regadera,Dispone de regadera,C (1),889463910626.pdf,18
2022,viviendas.csv,44,tinaco_azo,Dispone de tinaco,C (1),889463910626.pdf,18
2022,viviendas.csv,45,cisterna,Dispone de cisterna,C (1),889463910626.pdf,18
2022,viviendas.csv,46,pileta,Dispone de pileta o tanque,C (1),889463910626.pdf,18
2022,viviendas.csv,47,calent_sol,Dispone de calentador solar de agua,C (1),889463910626.pdf,18
2022,viviendas.csv,48,calent_gas,Dispone de calentador de gas,C (1),889463910626.pdf,18
2022,viviendas.csv,49,medidor_luz,Dispone de medidor de luz,C (1),889463910626.pdf,18
2022,viviendas.csv,50,bomba_agua,Dispone de bomba de agua,C (1),889463910626.pdf,18
2022,viviendas.csv,51,tanque_gas,Dispone de tanque de gas estacionario,C (1),889463910626.pdf,18
2022,viviendas.csv,52,aire_acond,Dispone de aire acondicionado,C (1),889463910626.pdf,18
2022,viviendas.csv,53,calefacc,Dispone de calefacción,C (1),889463910626.pdf,18
2022,viviendas.csv,54,tot_resid,Total de residentes de la vivienda,N (2),889463910626.pdf,18
2022,viviendas.csv,55,tot_hom,Total de residentes hombres,N (2),889463910626.pdf,18
2022,viviendas.csv,56,tot_muj,Total de residentes mujeres,N (2),889463910626.pdf,18
2022,viviendas.csv,57,tot_hog,Total de hogares en la vivienda,N (1),889463910626.pdf,18
2022,viviendas.csv,58,ubica_geo,Ubicación geográfica,C (5),889463910626.pdf,18
2022,viviendas.csv,59,tam_loc,Tamaño de localidad,C (1),889463910626.pdf,18
2022,viviendas.csv,60,est_socio,Estrato socioeconómico,C (1),889463910626.pdf,18
2022,viviendas.csv,61,est_dis,Estrato de diseño muestral,C (3),889463910626.pdf,19
2022,viviendas.csv,62,upm,Unidad Primaria de Muestreo,C (7),889463910626.pdf,19
2022,viviendas.csv,63,factor,Factor de expansión,N (5),889463910626.pdf,19
2022,viviendas.csv,64,procaptar,Viviendas PROCAPTAR,N (1),889463910626.pdf,19
2022,hogares.csv,1,folioviv,Identificador de la vivienda,C (10),889463910626.pdf,19
2022,hogares.csv,2,foliohog,Identificador del hogar,C (1),889463910626.pdf,19
2022,hogares.csv,3,huespedes,Huéspedes que pagan por dormir,N (1),889463910626.pdf,19
2022,hogares.csv,4,huesp_come,Huéspedes que pagan por comer,N (1),889463910626.pdf,19
2022,hogares.csv,5,num_trab_d,Número de trabajadores domésticos,N (1),889463910626.pdf,19
2022,hogares.csv,6,trab_come,Trabajadores domésticos que comen,N (1),889463910626.pdf,19
2022,hogares.csv,7,acc_alim1,Preocupación comida se acabe,C (1),889463910626.pdf,19
2022,hogares.csv,8,acc_alim2,Sin comida,C (1),889463910626.pdf,19
2022,hogares.csv,9,acc_alim3,Poca variedad de alimentos,C (1),889463910626.pdf,19
2022,hogares.csv,10,acc_alim4,Adulto poca variedad de alimentos,C (1),889463910626.pdf,19
2022,hogares.csv,11,acc_alim5,Dejó algún alimento,C (1),889463910626.pdf,19
2022,hogares.csv,12,acc_alim6,Comió menos,C (1),889463910626.pdf,19
2022,hogares.csv,13,acc_alim7,Sintió hambre y no comió,C (1),889463910626.pdf,19
2022,hogares.csv,14,acc_alim8,Una o menos comidas,C (1),889463910626.pdf,19
2022,hogares.csv,15,acc_alim9,Mendigar por comida,C (1),889463910626.pdf,19
2022,hogares.csv,16,acc_alim10,Menor con alimentos no sanos,C (1),889463910626.pdf,19
2022,hogares.csv,17,acc_alim11,Menor con poca variedad de alimentos,C (1),889463910626.pdf,19
2022,hogares.csv,18,acc_alim12,Menor comió menos,C (1),889463910626.pdf,19
2022,hogares.csv,19,acc_alim13,Disminuyó comida para menor,C (1),889463910626.pdf,19
2022,hogares.csv,20,acc_alim14,Menor sintió hambre y no comió,C (1),889463910626.pdf,19
2022,hogares.csv,21,acc_alim15,Menor se acostó con hambre,C (1),889463910626.pdf,19
2022,hogares.csv,22,acc_alim16,Menor con una o menos comidas,C (1),889463910626.pdf,19
2022,hogares.csv,23,alim17_1,Número de días que comieron cereales,N (1),889463910626.pdf,19
2022,hogares.csv,24,alim17_2,Número de días que comieron tubérculos,N (1),889463910626.pdf,19
2022,hogares.csv,25,alim17_3,Número de días que comieron verduras,N (1),889463910626.pdf,19
2022,hogares.csv,26,alim17_4,Número de días que comieron frutas,N (1),889463910626.pdf,19
2022,hogares.csv,27,alim17_5,Número de días que comieron carne,N (1),889463910626.pdf,19
2022,hogares.csv,28,alim17_6,Número de días que comieron huevo,N (1),889463910626.pdf,19
2022,hogares.csv,29,alim17_7,Número de días que comieron pescado,N (1),889463910626.pdf,19
2022,hogares.csv,30,alim17_8,Número de días que comieron leguminosas,N (1),889463910626.pdf,19
2022,hogares.csv,31,alim17_9,Número de días que comieron lácteos,N (1),889463910626.pdf,19
2022,hogares.csv,32,alim17_10,Número de días que comieron aceites,N (1),889463910626.pdf,19
2022,hogares.csv,33,alim17_11,Número de días que comieron azúcar,N (1),889463910626.pdf,19
2022,hogares.csv,34,alim17_12,Número de días que comieron otros alimentos,N (1),889463910626.pdf,19
2022,hogares.csv,35,acc_alim18,Relación con el consumo regular,C (1),889463910626.pdf,19
2022,hogares.csv,36,telefono,Línea telefónica fija,C (1),889463910626.pdf,19
2022,hogares.csv,37,celular,Teléfono celular,C (1),889463910626.pdf,19
2022,hogares.csv,38,tv_paga,Televisión de paga,C (1),889463910626.pdf,19
2022,hogares.csv,39,conex_inte,Dispone de conexión a internet,C (1),889463910626.pdf,19
2022,hogares.csv,40,num_auto,Número de automóviles del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,41,anio_auto,Año del último automóvil adquirido,C (2),889463910626.pdf,19
2022,hogares.csv,42,num_van,Número de camionetas del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,43,anio_van,Año de la última camioneta adquirida,C (2),889463910626.pdf,19
2022,hogares.csv,44,num_pickup,Número de pickups del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,45,anio_pickup,Año de la última pickup adquirida,C (2),889463910626.pdf,19
2022,hogares.csv,46,num_moto,Número de motos del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,47,anio_moto,Año de la última moto adquirida,C (2),889463910626.pdf,19
2022,hogares.csv,48,num_bici,Número de bicicletas del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,49,anio_bici,Año de la última bicicleta adquirida,C (2),889463910626.pdf,19
2022,hogares.csv,50,num_trici,Número de triciclos del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,51,anio_trici,Año del último triciclo adquirido,C (2),889463910626.pdf,19
2022,hogares.csv,52,num_carret,Número de carretas del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,53,anio_carret,Año de la última carreta adquirida,C (2),889463910626.pdf,19
2022,hogares.csv,54,num_canoa,Número de canoas del hogar,N (2),889463910626.pdf,19
2022,hogares.csv,55,anio_canoa,Año de la última canoa adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,56,num_otro,Número de otros vehículos del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,57,anio_otro,Año del último vehículo adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,58,num_ester,Número de estéreos del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,59,anio_ester,Año del último estéreo adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,60,num_grab,Número de radiograbadoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,61,anio_grab,Año de la última radiograbadora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,62,num_radio,Número de radios del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,63,anio_radio,Año del último radio adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,64,num_tva,Número de televisores analógicos del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,65,anio_tva,Año del último televisor analógico adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,66,num_tvd,Número de televisores digitales del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,67,anio_tvd,Año del último televisor digital adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,68,num_dvd,Número de dvds del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,69,anio_dvd,Año del último dvd adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,70,num_video,Número de videocaseteras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,71,anio_video,Año de la última videocasetera adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,72,num_licua,Número de licuadoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,73,anio_licua,Año de la última licuadora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,74,num_tosta,Número de tostadores del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,75,anio_tosta,Año del último tostador adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,76,num_micro,Número de hornos de microondas del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,77,anio_micro,Año del último horno adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,78,num_refri,Número de refrigeradores del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,79,anio_refri,Año del último refrigerador adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,80,num_estuf,Número de estufas del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,81,anio_estuf,Año de la última estufa adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,82,num_lavad,Número de lavadoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,83,anio_lavad,Año de la última lavadora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,84,num_planc,Número de planchas del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,85,anio_planc,Año de la última plancha adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,86,num_maqui,Número de máquinas de coser del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,87,anio_maqui,Año de la última máquina de coser adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,88,num_venti,Número de ventiladores del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,89,anio_venti,Año del último ventilador adquirido,C (2),889463910626.pdf,20
